feature,mi_score
good,0.011444300749477998
on,0.011182245373360544
based on,0.011091444492036917
reshaping,0.011090416993622343
than ever before,0.011028276240068857
aiforgood,0.010947395704065332
powered by,0.010946461320812118
has,0.010899181051556184
inclusive,0.010863063292971153
are,0.010819305824968595
ai in education,0.010584211146665634
say goodbye,0.010534793011377719
their own,0.010509626793237414
every student,0.010447241039459598
pace,0.010365923880998329
human,0.010255156498998996
to smart,0.010070204022039286
hello,0.009958514237911054
say,0.00995727439414873
you ready,0.009939576855088506
than,0.009698916374665245
did,0.009669249176787797
homework,0.009594106068988806
robots,0.009502873387136734
did you,0.00944944328360875
your,0.009428339042972356
could,0.00941222784575424
resources,0.009390304390376025
driven,0.009379524579592236
back,0.009274409221732283
thanks,0.009233874034517475
lol,0.009233700050005123
ready,0.009188727764590565
own,0.009084940668870445
an assistant that,0.009080017527677064
that,0.008930712881325409
is not,0.008631554792582374
so,0.008611709941819923
isn,0.008469560648074914
as,0.00844535463260443
com,0.008360618545536491
think,0.008275525703171693
is reshaping,0.008210122576137291
thanks to,0.007972966085464384
each,0.00791127240115408
experiences,0.007895199978029233
revolutionizing our,0.0077500250201845144
create,0.007549699512077179
you know,0.0074595729332815885
might,0.007429218734593679
an assistant,0.007095411635277049
support,0.006718512613339778
through,0.00636071730176524
not,0.006299110004687414
that the,0.006286977619637701
anymore,0.006218381416176699
yes,0.006213901299134239
there,0.006194807028961691
here,0.005898993437446487
system,0.005708336836811823
reality,0.005542018618930777
focus,0.005491207925406361
ever before,0.005355187743168344
out,0.005343270879164974
from intelligent tutoring,0.0052217950084523235
how we teach,0.0051417209425113075
no,0.004988827404590834
day,0.004743096355110943
stylistic_emoticon_density,0.0041052435247108665
or,0.0036814236296998093
you,0.003508082813052038
are you,0.0033518761921063067
way,0.0032507210213796878
got,0.002898567018082332
if,0.002874628205097318
today,0.002733211946347236
make,0.0023394538979801816
stylistic_repeated_words,0.0022234358083050854
at,0.0021858796862441743
accessible,0.0017895963131846493
like,0.0017441029314373413
will,0.0016314103541263947
but,0.0013856430595649005
up,0.0012057912630352163
do,0.0011226134753308248
never,0.0007996374843133314
structural_is_retweet,0.0005184715594552802
even,0.000431892947728052
one,5.5119512895052125e-05
tomorrow,0.0
had,0.0
what,0.0
when,0.0
welcome,0.0
us,0.0
too,0.0
to the,0.0
into,0.0
get,0.0
re,0.0
its,0.0
new,0.0
some,0.0
see,0.0
all,0.0
work,0.0
