feature,mi_score
from,0.03387982564849468
virtual,0.03246856603298909
potential,0.03146019871396999
with,0.031358576377830794
syntactic_subordinating_conj,0.03135154233869786
intelligent,0.03105602191754664
chatgpt_self_ref,0.030815352235751492
educational,0.030728741838282003
for,0.03063346113729226
to,0.029731322708113517
real time,0.029635230694712966
tutors,0.029594973825678883
artificialintelligence,0.02942697301113406
their,0.028989231234519686
smart content,0.028697460186926982
every,0.02866747162577954
can,0.028541129221951955
embrace,0.028494447742285267
technology,0.028158445606953908
how,0.02790096640055917
chatgpt_assistant_patterns,0.027833281798077536
ai_hedging_language,0.027740382199153535
help,0.027631864366704395
predictive analytics,0.02727972925042277
assistant,0.026290058822115547
schools,0.026234699885743895
the future of,0.02605915181201479
tutoring systems to,0.02598951860466503
more,0.02575646574258017
how we,0.025684154827810612
content creation,0.025436065676724517
tutoring,0.025173715216237014
tech,0.02508499387801777
learner,0.024828031617560198
based on,0.024622425559885253
an assistant,0.024536113063132525
of ai,0.024524731543021927
embrace this,0.02449592435176129
intelligent tutoring systems,0.024463622127841145
intelligence isn,0.02436870501377264
learners,0.024283966992340034
educators,0.023805948822474443
this change,0.02376561261714194
the rise of,0.023568101119650908
helping,0.023390429581173766
we,0.023376697655055123
temporal_recent_ratio,0.02335397726139221
teach,0.02327308402000816
not just,0.023244923486664293
the future is,0.023085736601322848
ai in,0.022879847091388017
than ever,0.022343863199268732
temporal_past_ratio,0.022237534113304758
in education,0.022102768787854776
methods,0.021628011380283585
individual,0.021377490008756217
is,0.021340476774926564
future of,0.021324061955471763
going,0.021274016646818605
creation,0.02115400033022019
in,0.020985979864789117
good,0.020962481497022623
is reshaping,0.020931630730865347
http,0.020800859649521275
isn just,0.02065614915363767
our schools,0.020512224666942913
ai powered,0.020494485800202522
the power,0.020430963099562938
assessments,0.02036399187032778
needs,0.020110524818984565
rise of,0.02006229579937102
we teach,0.019911570037344672
rise,0.01983722856225656
stylistic_ellipsis_count,0.019694638464589298
before,0.019418839846969904
system,0.019409861381952442
time,0.01937605516025087
ai is revolutionizing,0.01918047128788314
am,0.01915806435228351
robots,0.01905933612201105
the,0.019017492191871987
reshaping,0.01895636119003452
classroom,0.018866226979869172
gaps,0.018668131019362377
ai can,0.018665088941041796
reality,0.01814808617160324
personalized learning,0.01797354893907599
pace,0.01797191616127236
child,0.01783992719291061
revolutionizing our,0.017676078058563416
ready,0.017636395089704715
experiences,0.017580719435762004
intelligent tutoring,0.017320021751179526
identify,0.017277632421534905
just for,0.0171322214292966
is transforming,0.017130412529132277
did you know,0.016948276389128658
future is,0.016757723002456704
go,0.01668107989474432
real,0.01660567395860313
that,0.016600035129177293
analytics,0.016570138085224118
this,0.016552143589264157
about,0.016424104394974215
can help,0.016274319439960383
inclusive,0.016211097316051415
just about,0.016111148698735978
smart content creation,0.015974370431824925
of ai in,0.015962614603523217
are you,0.015958276812214622
is here,0.015919781911137187
of artificial,0.015903914119131946
structural_url_density,0.015883566180461717
provide,0.015834044236262557
teaching methods,0.0157242895361982
say goodbye to,0.01558035850026318
aiforgood,0.015571974514618558
goodbye to,0.015562582246118062
you ready,0.015517096651683326
isn,0.015513164988959272
say goodbye,0.015424975676011643
grading,0.015416249270650217
assistant that,0.015298259171654172
tutoring systems,0.01527129712413311
artificial intelligence isn,0.015183145112745988
tasks,0.01508411686401323
homework,0.015029422730328257
than ever before,0.014991144974361825
embrace this change,0.01491079930094319
you know,0.014754193223596168
than,0.0147477496053523
futureofeducation,0.014746110358564657
tools,0.014745863069409726
smarter,0.014740824194780178
to smart,0.014660416430459788
just,0.014651402924863666
the rise,0.014649948193416584
understanding,0.01462907183091433
every student,0.014369289587316869
lol,0.014366525410918651
welcome,0.014299725547999742
let embrace,0.014228245410904838
accessible,0.014216192684219697
exciting,0.014078498562834163
strengths,0.014052756287884938
goodbye,0.0139455815930698
to smart content,0.01390023736889523
with ai,0.013861418854398178
data,0.013798877022736855
change,0.013738826309275476
that the,0.013708665825531208
love,0.013638670725804936
was,0.013586577247811427
it,0.013578360520520194
they,0.013387091278014074
sci,0.013356856254395755
fi,0.013347078691487324
say,0.013265509038152157
have,0.013000118742384048
are you ready,0.01294048056882735
weaknesses,0.012837293415703721
from intelligent,0.012832603028261724
virtual tutors,0.012808782881690073
mistral_step_reasoning,0.012437802909501139
ever before,0.012235630572612788
future is here,0.012185864489023368
gaps in,0.012166584289948101
structural_has_url,0.012144136103886982
thoughts,0.01211122363196071
got,0.012088589563521213
chatgpt_overly_polite,0.011751579525311806
the power of,0.011718855874572442
work,0.011715784664847462
into,0.01167088694688978
aiinedu,0.011639793880924731
effective,0.011636776550817629
intelligence isn just,0.011602612171613735
together,0.011600810386690918
imagine an assistant,0.011555355716749593
ai in education,0.011343764093288744
sci fi,0.011134564528663793
as,0.010829737965131425
their own,0.010768892278657072
from intelligent tutoring,0.010740522037786748
day,0.01073705262648228
power,0.010729868247119079
our classrooms,0.010596306479523143
might,0.010420903898732847
human,0.010351195631879806
predictive,0.010338672210197908
them,0.010271859215111867
is not,0.010189907721630753
create,0.010182423617414615
some,0.01007575365020097
systems to,0.009983661120925857
an assistant that,0.009898533274486088
or,0.009731618707392364
as we,0.009713885401642974
power of,0.009575191818040896
how we teach,0.009558880078524679
of artificial intelligence,0.009540622364446527
making,0.009491325845588872
by,0.009419523869133695
where,0.009279035320532092
not,0.009225056948759747
out,0.009137087573522384
each,0.008482529171129904
providing,0.008252572731480612
are,0.008248550123053366
think,0.008193043862790184
powered by,0.008119845603517417
could,0.008078002207984936
all,0.007866176454749185
stylistic_emoticon_density,0.007745649102821606
anymore,0.007736828660538597
mistral_non_english_density,0.007608606269516427
real time feedback,0.007468743509854381
way,0.007279398218365873
focus,0.0067071772960132225
own,0.006577960097322144
chatgpt_disclaimer_density,0.006436819547037009
game,0.006414762644712413
your,0.006371408402135126
never,0.006136108683706398
ever,0.006111726127555395
better,0.00592310290358955
did you,0.005884956581555079
here,0.005883249741124308
see,0.005866044220832922
us,0.0058017799975103035
based,0.005766768940727918
thanks,0.00566532757109095
com,0.005413626209007649
ai_safety_disclaimers,0.005284174926759366
on,0.005177839450485999
support,0.0051676339936230775
mistral_technical_jargon,0.005100955065183488
if,0.005095055732655451
llm_overly_polite,0.004959310289868402
get,0.004518833254433918
you,0.004508155287144655
when,0.004465465175695016
know,0.004168248802765673
yes,0.00411823963623581
do,0.004100551509518713
hello,0.004099627124933836
tomorrow,0.004088636751590435
but,0.004073475319884778
now,0.00404844022426154
one,0.003921282425060291
no,0.003694826978631882
resources,0.0032572413173981296
had,0.0025687602173058988
even,0.0024266425632879507
structural_is_retweet,0.0024178001961734363
what,0.0023818308969965063
ai_repeated_ngrams,0.002251940271405628
driven,0.0021292634325231763
mistral_self_ref,0.002062702895714752
there,0.001611144160201583
time feedback,0.0012787039851376303
at,0.0012477583933421244
back,0.0012319139176211191
and,0.001021953417565058
thanks to,0.0008792052425876662
has,0.0008487820966904813
really,9.24314342443111e-06
llm_disclaimer_density,0.0
stylistic_repeated_words,0.0
like,0.0
its,0.0
be,0.0
so,0.0
make,0.0
new,0.0
for all,0.0
re,0.0
did,0.0
today,0.0
to the,0.0
through,0.0
too,0.0
up,0.0
will,0.0
mistral_low_ethical_disclaimers,0.0
